,winner,loser,method,how,round,event_name,date,venue,city,country,attendance,url
2412,Matt Brown,Mike Pyle,ko,punches,1.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2413,John Howard,Uriah Hall,decision,"30–27, 28–29, 29–28",3.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2414,Michael Johnson,Joe Lauzon,decision,"30–27, 30–27, 30–25",3.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2415,Michael McDonald,Brad Pickett,submission,triangle choke,2.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2416,Conor McGregor,Max Holloway,decision,"30–27, 30–27, 30–26",3.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2417,Steven Siler,Mike Brown,ko,punches,1.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2418,Diego Brandao,Daniel Pineda,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2419,Manvel Gamburyan,Cole Miller,decision,"30–27, 29–28, 29–28",3.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2420,Ovince Saint Preux,Cody Donovan,ko,punches,1.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2421,James Vick,Ramsey Nijem,submission,guillotine choke,1.0,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,boston,usa,14181.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen
2422,Carlos Condit,Martin Kampmann,tko,punches and knees,4.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2423,Rafael dos Anjos,Donald Cerrone,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2424,Kelvin Gastelum,Brian Melancon,submission,rearnaked choke,1.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2425,Court McGee,Robert Whittaker,decision,"27–30, 30–27, 29–28",3.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2426,Takeya Mizugaki,Érik Pérez,decision,"28–29, 29–28, 29–28",3.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2427,Brad Tavares,Bubba McDaniel,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2428,Dylan Andrews,Papy Abedi,tko,punches,3.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2429,Brandon Thatch,Justin Edwards,tko,knees and punches,1.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2430,Darren Elkins,Hatsu Hioki,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2431,Jason High,James Head,submission,guillotine choke,1.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2432,Zak Cummings,Ben Alloway,submission,darce choke,1.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2433,Roger Bowling,Abel Trujillo,no contest,contest illegal knee,2.0,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,indianapolis,usa,6417.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2
2434,Anthony Pettis,Benson Henderson (c),submission,armbar,1.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2435,Josh Barnett,Frank Mir,tko,knee,1.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2436,Chad Mendes,Clay Guida,tko,punches,3.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2437,Ben Rothwell,Brandon Vera,tko,punches and knees,3.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2438,Dustin Poirier,Erik Koch,decision,"29–28, 29–27, 29–27",3.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2439,Gleison Tibau,Jamie Varner,decision,"29–28, 27–29, 29–28",3.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2440,Tim Elliott,Louis Gaudinot,decision,"30–27, 30–26, 30–26",3.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2441,Hyun Gyu Lim,Pascal Krauss,tko,knee and punches,1.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2442,Chico Camus,Kyung Ho Kang,decision,"29–28, 29–28, 30–27",3.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2443,Soa Palelei,Nikita Krylov,tko,punches,3.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2444,Al Iaquinta,Ryan Couture,decision,"30–27, 30–27, 30–27",3.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2445,Magnus Cedenblad,Jared Hamman,submission,guillotine choke,1.0,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,milwaukee,usa,9178.0,https://en.wikipedia.org/wiki/UFC_164
2446,Glover Teixeira,Ryan Bader,tko,punches,1.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2447,Ronaldo Souza,Yushin Okami,tko,punches,1.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2448,Joseph Benavidez,Jussier Formiga,tko,knee to the body and punches,1.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2449,Piotr Hallmann,Francisco Trinaldo,submission,kimura,2.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2450,Rafael Natal,Tor Troéng,decision,"30–27, 30–27, 29–28",3.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2451,Ali Bagautinov,Marcos Vinicius,tko,punches,3.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2452,Kevin Souza,Felipe Arantes,decision,"29–28, 28–29, 29–28",3.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2453,Lucas Martins,Junior Hernandez,technical submission,submission rearnaked choke,1.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2454,Elias Silvério,João Zeferino,decision,"29–28, 30–27, 30–27",3.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2455,Ivan Jorge,Keith Wisniewski,decision,"29–28, 30–27, 29–28",3.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2456,Sean Spencer,Yuri Villefort,decision,"30–27, 28–29, 29–28",3.0,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,belo horizonte,brazil,5126.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader
2457,Jon Jones (c),Alexander Gustafsson,decision,"48–47, 48–47, 49–46",5.0,UFC 165: Jones vs. Gustafsson,2013-09-21,Air Canada Centre,toronto,canada,15504.0,https://en.wikipedia.org/wiki/UFC_165
2458,Renan Barão (ic),Eddie Wineland,tko,spinning back kick and punches,2.0,UFC 165: Jones vs. Gustafsson,2013-09-21,Air Canada Centre,toronto,canada,15504.0,https://en.wikipedia.org/wiki/UFC_165
2459,Brendan Schaub,Matt Mitrione,technical submission,submission darce choke,1.0,UFC 165: Jones vs. Gustafsson,2013-09-21,Air Canada Centre,toronto,canada,15504.0,https://en.wikipedia.org/wiki/UFC_165
