winner,loser,method,how,round,event_name,date,venue,city,country,attendance,url
Andre Ewell,Anderson dos Santos,decision,"29–28, 29–28, 29–27",3.0,UFC Fight Night: Moicano vs. Korean Zombie,2019-06-22,Bon Secours Wellness Arena,greenville,usa,7682.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Korean_Zombie
Andrea Lee,Montana De La Rosa,decision,"30–27, 30–27, 29–28",3.0,UFC Fight Night: Moicano vs. Korean Zombie,2019-06-22,Bon Secours Wellness Arena,greenville,usa,7682.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Korean_Zombie
Kevin Holland,Alessio Di Chirico,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Moicano vs. Korean Zombie,2019-06-22,Bon Secours Wellness Arena,greenville,usa,7682.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Korean_Zombie
Dan Ige,Kevin Aguilar,decision,"29–28, 29–28, 29–27",3.0,UFC Fight Night: Moicano vs. Korean Zombie,2019-06-22,Bon Secours Wellness Arena,greenville,usa,7682.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Korean_Zombie
Ashley Yoder,Syuri Kondo,decision,"30–26, 30–25, 30–24",3.0,UFC Fight Night: Moicano vs. Korean Zombie,2019-06-22,Bon Secours Wellness Arena,greenville,usa,7682.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Korean_Zombie
Luis Peña,Matt Wiman,tko,punches,3.0,UFC Fight Night: Moicano vs. Korean Zombie,2019-06-22,Bon Secours Wellness Arena,greenville,usa,7682.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Korean_Zombie
Jairzinho Rozenstruik,Allen Crowder,ko,punches,1.0,UFC Fight Night: Moicano vs. Korean Zombie,2019-06-22,Bon Secours Wellness Arena,greenville,usa,7682.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Korean_Zombie
Molly McCann,Ariane Lipski,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Moicano vs. Korean Zombie,2019-06-22,Bon Secours Wellness Arena,greenville,usa,7682.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Korean_Zombie
Deron Winn,Eric Spicely,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Moicano vs. Korean Zombie,2019-06-22,Bon Secours Wellness Arena,greenville,usa,7682.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Korean_Zombie
Francis Ngannou,Junior dos Santos,tko,punches,1.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Joseph Benavidez,Jussier Formiga,tko,head kick and punches,2.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Demian Maia,Anthony Rocco Martin,decision,"29–28, 29–28, 28–28",3.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Vinc Pichel,Roosevelt Roberts,decision,"29–28, 29–28, 29–28",3.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Drew Dober,Marco Polo Reyes,ko,punches,1.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Alonzo Menifield,Paul Craig,ko,punches,1.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Ricardo Ramos,Journey Newson,decision,"30–27, 30–27, 30–27",3.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Eryk Anders,Vinicius Moreira,ko,punches,1.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Jared Gordon,Dan Moret,decision,"30–27, 30–27, 29–28",3.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Dalcha Lungiambula,Dequan Townsend,tko,punches and elbows,3.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Amanda Ribas,Emily Whitmire,submission,rearnaked choke,2.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Maurice Greene,Júnior Albini,tko,punches,1.0,UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,Target Center,minneapolis,usa,10123.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Ngannou_vs._dos_Santos
Jon Jones ,Thiago Santos,decision,"47–48, 48–47, 48–47",5.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Amanda Nunes ,Holly Holm,tko,head kick and punches,1.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Jorge Masvidal,Ben Askren,ko,flying knee,1.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Jan Błachowicz,Luke Rockhold,ko,punches,2.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Michael Chiesa,Diego Sanchez,decision,"30–26, 30–26, 30–26",3.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Arnold Allen,Gilbert Melendez,decision,"30–27, 30–27, 30–27",3.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Marlon Vera,Nohelin Hernandez,submission,rearnaked choke,2.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Cláudia Gadelha,Randa Markos,decision,"30–27, 30–27, 30–27",3.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Yadong Song,Alejandro Pérez,ko,punch,1.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Edmen Shahbazyan,Jack Marshman,submission,rearnaked choke,1.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Chance Rencountre,Ismail Naurdiev,decision,"29–27, 29–28, 30–27",3.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Julia Avila,Pannie Kianzad,decision,"30–27, 30–26, 30–26",3.0,UFC 239: Jones vs. Santos,2019-07-06,T-Mobile Arena,las vegas,usa,18358.0,https://en.wikipedia.org/wiki/UFC_239
Germaine de Randamie,Aspen Ladd,tko,punch,1.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Urijah Faber,Ricky Simon,tko,punches,1.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Josh Emmett,Mirsad Bektić,tko,punches,1.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Karl Roberson,Wellington Turman,decision,"28–29, 29–28, 29–28",3.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Marvin Vettori,Cezar Ferreira,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
John Allan Arte,Mike Rodríguez,no contest,contest overturned,3.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Andre Fili,Sheymon Moraes,ko,punches,1.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Julianna Peña,Nicco Montaño,decision,"29–28, 29–28, 29–27",3.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Ryan Hall,Darren Elkins,decision,"29–28, 29–28, 30–27",3.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Jonathan Martinez,Pingyuan Liu,ko,knee,3.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Brianna Van Buren,Lívia Renata Souza,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Benito Lopez,Vince Morales,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: de Randamie vs. Ladd,2019-07-13,Golden 1 Center,sacramento,usa,10306.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_de_Randamie_vs._Ladd
Leon Edwards,Rafael dos Anjos,decision,"50–45, 49–46, 49–46",5.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Walt Harris,Aleksei Oleinik,ko,punch,1.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Greg Hardy,Juan Adams,tko,punches,1.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Dan Hooker,James Vick,ko,punches,1.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Alexander Hernandez,Francisco Trinaldo,decision,"30–27, 30–27, 29–28",3.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Andrei Arlovski,Ben Rothwell,decision,"30–27, 30–27, 30–27",3.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Alex Caceres,Steven Peterson,decision,"30–27, 29–28, 29–28",3.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Raquel Pennington,Irene Aldana,decision,"28–29, 29–28, 29–28",3.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Klidson Abreu,Sam Alvey,decision,"30–27, 30–27, 29–28",3.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Jennifer Maia,Roxanne Modafferi,decision,"30–27, 30–27, 30–27",3.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Ray Borg,Gabriel Silva,decision,"29–28, 29–28, 29–28",3.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Mario Bautista,Jin Soo Son,decision,"30–27, 30–27, 29–28",3.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Felipe Colares,Domingo Pilarte,decision,"29–28, 28–29, 29–28",3.0,UFC on ESPN: dos Anjos vs. Edwards,2019-07-20,AT&T Center,san antonio,usa,9255.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_dos_Anjos_vs._Edwards
Max Holloway ,Frankie Edgar,decision,"50–45, 49–46, 48–47",5.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Cris Cyborg,Felicia Spencer,decision,"30–27, 30–27, 30–27",3.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Geoff Neal,Niko Price,tko,punches,2.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Arman Tsarukyan,Olivier Aubin-Mercier,decision,"29–28, 29–28, 29–28",3.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Krzysztof Jotko,Marc-André Barriault,decision,"29–28, 28–29, 29–28",3.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Viviane Araújo,Alexis Davis,decision,"29–28, 29–28, 29–28",3.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Hakeem Dawodu,Yoshinori Horie,tko,head kick,3.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Gavin Tucker,Seung Woo Choi,submission,rearnaked choke,3.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Deiveson Figueiredo,Alexandre Pantoja,decision,"30–27, 30–27, 30–27",3.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Gillian Robertson,Sarah Frota,tko,elbows,2.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Erik Koch,Kyle Stewart,decision,"30–27, 29–28, 29–28",3.0,UFC 240: Holloway vs. Edgar,2019-07-27,Rogers Place,edmonton,canada,12144.0,https://en.wikipedia.org/wiki/UFC_240
Colby Covington,Robbie Lawler,decision,"50–44, 50–45, 50–45",5.0,UFC on ESPN: Covington vs. Lawler,2019-08-03,Prudential Center,newark,usa,10427.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler
Jim Miller,Clay Guida,submission,guillotine choke,1.0,UFC on ESPN: Covington vs. Lawler,2019-08-03,Prudential Center,newark,usa,10427.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler
Nasrat Haqparast,Joaquim Silva,ko,punches,2.0,UFC on ESPN: Covington vs. Lawler,2019-08-03,Prudential Center,newark,usa,10427.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler
Gerald Meerschaert,Trevin Giles,submission,guillotine choke,3.0,UFC on ESPN: Covington vs. Lawler,2019-08-03,Prudential Center,newark,usa,10427.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler
Scott Holtzman,Dong Hyun Ma,tko,doctor stoppage,2.0,UFC on ESPN: Covington vs. Lawler,2019-08-03,Prudential Center,newark,usa,10427.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler
Kennedy Nzechukwu,Darko Stošić,decision,"29–26, 29–26, 28–27",3.0,UFC on ESPN: Covington vs. Lawler,2019-08-03,Prudential Center,newark,usa,10427.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler
Mickey Gall,Salim Touahri,decision,"29–28, 29–28, 29–28",3.0,UFC on ESPN: Covington vs. Lawler,2019-08-03,Prudential Center,newark,usa,10427.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler
Antonina Shevchenko,Lucie Pudilová,submission,rearnaked choke,2.0,UFC on ESPN: Covington vs. Lawler,2019-08-03,Prudential Center,newark,usa,10427.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler
